genome_drug.genome_name	genome_drug.genome_id	genome_drug.antibiotic	genome_drug.measurement_sign	genome_drug.measurement_value	genome_drug.measurement_unit	genome_drug.resistant_phenotype	genome_drug.laboratory_typing_platform
Escherichia coli strain AR_0149	562.19821	colistin	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_0149	562.19821	doripenem	>	8	mg/L	Resistant	
Escherichia coli strain AR_0128	562.19823	ceftazidime	>	64	mg/L	Resistant	
Escherichia coli strain AR_0128	562.19823	ceftriaxone	>	64	mg/L	Resistant	
Escherichia coli strain AR_0162	562.20499	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR_0162	562.20499	ceftazidime	>	128	mg/L	Resistant	
Escherichia coli strain AR_0162	562.22426	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR_0162	562.22426	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain AR_0162	562.22426	colistin	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_0162	562.22426	tigecycline	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0162	562.22426	piperacillin/tazobactam	>	128/4	mg/L	Resistant	
Escherichia coli strain AR_0077	562.28389	ceftriaxone	<=	1	mg/L	Susceptible	
Escherichia coli strain AR_0077	562.28389	colistin	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_0077	562.28389	tigecycline	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0369	562.28435	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0369	562.28435	ceftazidime	==	32	mg/L	Resistant	
Escherichia coli strain AR_0369	562.28435	tigecycline	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0372	562.28434	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain AR_0372	562.28434	ceftolozane-tazobactam	==	32/4	mg/L	Resistant	
Escherichia coli strain AR_0372	562.28434	colistin	<=	0.25	mg/L	Not defined	
Escherichia coli strain AR_0371	562.28566	ceftazidime-avibactam	==	2/4	mg/L	Susceptible	
Escherichia coli strain AR_0371	562.28566	colistin	<=	0.25	mg/L	Not defined	
Escherichia coli strain AR_0371	562.28566	doripenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0368	562.28565	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR_0368	562.28565	cefazolin	==	4	mg/L	Intermediate	
Escherichia coli strain AR_0368	562.28565	ceftolozane-tazobactam	==	0.25/4	mg/L	Susceptible	
Escherichia coli strain AR_0368	562.28565	colistin	<=	0.25	mg/L	Not defined	
Escherichia coli strain AR_0368	562.28565	doripenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0370	562.28567	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR_0370	562.28567	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0370	562.28567	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain AR_0374	562.28563	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0374	562.28563	ceftazidime	==	128	mg/L	Resistant	
Escherichia coli strain AR_0374	562.28563	ceftazidime-avibactam	<=	0.5/4	mg/L	Susceptible	
Escherichia coli strain AR434	562.28805	ceftazidime-avibactam	>	16/4	mg/L	Resistant	
Escherichia coli strain AR437	562.29008	ceftazidime-avibactam	==	8/4	mg/L	Susceptible	
Escherichia coli strain AR437	562.29008	colistin	==	0.5	mg/L	Not defined	
Escherichia coli strain AR435	562.29007	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR435	562.29007	ceftazidime-avibactam	>	16/4	mg/L	Resistant	
Escherichia coli strain AR435	562.29007	colistin	==	0.5	mg/L	Not defined	
Escherichia coli strain AR435	562.29007	doripenem	>	8	mg/L	Resistant	
Escherichia coli strain AR_0378	562.29003	cefotaxime	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0378	562.29003	ceftriaxone	<=	1	mg/L	Susceptible	
Escherichia coli strain AR_0378	562.29003	doripenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0369	562.28435	levofloxacin	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0368	562.28565	levofloxacin	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0137	562.17721	meropenem	>	8	mg/L	Resistant	
Escherichia coli strain 81009	562.17359	meropenem	<	0.25	mg/L	Susceptible	
Escherichia coli strain AR_0150	562.17621	meropenem	>	8	mg/L	Resistant	
Escherichia coli strain AR_0058	562.19632	meropenem	==	0.25	mg/L	Susceptible	
Escherichia coli strain AR_0048	562.12960	meropenem	>	16	mg/L	Resistant	
Escherichia coli strain AR_0086	562.34085	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	
Escherichia coli strain AR_0013	562.34086	ampicillin/sulbactam	==	8/4	mg/L	Susceptible	
Escherichia coli strain AR_0067	562.34088	ampicillin/sulbactam	>	32/16	mg/L	Resistant	
Escherichia coli strain AR_0013	562.34086	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	
Escherichia coli strain AR_0450	562.33280	polymyxin B	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_0089	562.34089	polymyxin B	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_0450	562.33280	trimethoprim/sulfamethoxazole	<=	0.5/9.5	mg/L	Susceptible	
Escherichia coli strain AR_0086	562.34085	trimethoprim/sulfamethoxazole	>	8/152	mg/L	Resistant	
Escherichia coli strain AR_0089	562.34089	trimethoprim/sulfamethoxazole	<=	0.5/9.5	mg/L	Susceptible	
Escherichia coli strain AR_0067	562.34088	trimethoprim/sulfamethoxazole	<=	0.5/9.5	mg/L	Susceptible	
Escherichia coli strain 85	562.42757	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	
Escherichia coli strain 100	562.42634	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain M1	562.42763	amoxicillin/clavulanic acid	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain M3	562.42784	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M4	562.42797	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M5	562.42809	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain M8	562.42818	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain M11	562.42765	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain M13	562.42767	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain M20	562.42775	amoxicillin/clavulanic acid	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain M27	562.42782	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 136	562.42637	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 139	562.42640	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 145	562.42646	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 154	562.42651	amoxicillin/clavulanic acid	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain 159	562.42654	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain 170	562.42663	amoxicillin/clavulanic acid	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain 172	562.42664	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain 148	562.42647	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain 149	562.42648	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain M30	562.42785	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M35	562.42790	amoxicillin/clavulanic acid	<=	2/1	mg/L	Susceptible	Vitek
Escherichia coli strain MUGSI_13	562.42822	amoxicillin/clavulanic acid	>	32/16	mg/L	Resistant	
Escherichia coli strain MUGSI_274	562.42857	amoxicillin/clavulanic acid	>	32/16	mg/L	Resistant	
Escherichia coli strain MUGSI_280	562.42860	amoxicillin/clavulanic acid	>	32/16	mg/L	Resistant	
Escherichia coli strain MUGSI_55	562.42868	amoxicillin/clavulanic acid	>	32/16	mg/L	Resistant	
Escherichia coli strain MUGSI_60	562.42869	amoxicillin/clavulanic acid	>	32/16	mg/L	Resistant	
Escherichia coli strain MUGSI_132	562.42823	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	
Escherichia coli strain MUGSI_301	562.42863	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	
Escherichia coli strain MUGSI_138	562.42825	amoxicillin/clavulanic acid	>	32/16	mg/L	Resistant	
Escherichia coli strain MUGSI_247	562.42848	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	
Escherichia coli strain MUGSI_244	562.42846	amoxicillin/clavulanic acid	>	32/16	mg/L	Resistant	
Escherichia coli strain MUGSI_226	562.42843	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	
Escherichia coli strain MUGSI_206	562.42837	amoxicillin/clavulanic acid	<=	8/4	mg/L	Susceptible	
Escherichia coli strain MUGSI_154	562.42830	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	
Escherichia coli strain MUGSI_217	562.42841	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	
Escherichia coli strain MUGSI_209	562.42838	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	
Escherichia coli strain M50	562.42810	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain 219	562.42677	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain 222	562.42679	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M39	562.42796	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M41	562.42800	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain M43	562.42802	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain M45	562.42805	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain M52	562.42812	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain M53	562.42813	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain M44	562.42803	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain 76	562.42753	amoxicillin/clavulanic acid	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain 233	562.42682	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 236	562.42684	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain 196	562.42668	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 198	562.42670	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain 243	562.42689	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain 245	562.42691	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 263	562.42699	amoxicillin/clavulanic acid	<=	2/1	mg/L	Susceptible	Vitek
Escherichia coli strain 281	562.42704	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 283	562.42706	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain 284	562.42707	amoxicillin/clavulanic acid	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain 71	562.42752	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 343	562.42721	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain 363	562.42724	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 368	562.42727	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 370	562.42729	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 309	562.42710	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain 394	562.42732	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 399	562.42733	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain 475	562.42745	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain 478	562.42747	amoxicillin/clavulanic acid	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain 479	562.42748	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain 482	562.42749	amoxicillin/clavulanic acid	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli UCI 54	1438692.4	ampicillin/sulbactam	>=	32/16	mg/L		Vitek
Escherichia coli strain M1	562.42763	ampicillin/sulbactam	==	16/8	mg/L	Intermediate	Vitek
Escherichia coli strain M5	562.42809	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M7	562.42817	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M8	562.42818	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M14	562.42768	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M17	562.42771	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M21	562.42776	ampicillin/sulbactam	==	4/2	mg/L	Susceptible	Vitek
Escherichia coli strain M27	562.42782	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain 24	562.42686	ampicillin/sulbactam	>	32/16	mg/L	Resistant	
Escherichia coli strain M29	562.42783	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M35	562.42790	ampicillin/sulbactam	<=	2/1	mg/L	Susceptible	Vitek
Escherichia coli strain M36	562.42791	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M38	562.42794	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M51	562.42811	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M41	562.42800	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M46	562.42804	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M54	562.42814	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain M55	562.42815	ampicillin/sulbactam	>=	32/16	mg/L	Resistant	Vitek
Escherichia coli strain 24	562.42686	cefotaxime/clavulanic acid	==	16/4	mg/L	Resistant	
Escherichia coli strain MUGSI_14	562.42826	cefotaxime/clavulanic acid	==	4/4	mg/L		
Escherichia coli strain MUGSI_273	562.42856	cefotaxime/clavulanic acid	==	32/4	mg/L		
Escherichia coli strain MUGSI_280	562.42860	cefotaxime/clavulanic acid	==	16/4	mg/L		
Escherichia coli strain MUGSI_47	562.42867	cefotaxime/clavulanic acid	==	32/4	mg/L		
Escherichia coli strain MUGSI_287	562.42861	cefotaxime/clavulanic acid	==	0.25/4	mg/L		
Escherichia coli strain MUGSI_132	562.42823	cefotaxime/clavulanic acid	==	16/4	mg/L		
Escherichia coli strain MUGSI_301	562.42863	cefotaxime/clavulanic acid	==	0.25/4	mg/L		
Escherichia coli strain MUGSI_123	562.42821	cefotaxime/clavulanic acid	==	32/4	mg/L		
Escherichia coli strain MUGSI_245	562.42847	cefotaxime/clavulanic acid	==	0.25/4	mg/L		
Escherichia coli strain MUGSI_247	562.42848	cefotaxime/clavulanic acid	==	0.25/4	mg/L		
Escherichia coli strain MUGSI_93	562.42873	cefotaxime/clavulanic acid	==	16/4	mg/L		
Escherichia coli strain MUGSI_90	562.42872	cefotaxime/clavulanic acid	==	16/4	mg/L		
Escherichia coli strain MUGSI_249	562.42850	cefotaxime/clavulanic acid	==	0.25/4	mg/L		
Escherichia coli strain MUGSI_250	562.42852	cefotaxime/clavulanic acid	==	0.25/4	mg/L		
Escherichia coli strain MUGSI_243	562.42845	cefotaxime/clavulanic acid	==	0.25/4	mg/L		
Escherichia coli strain MUGSI_148	562.42828	cefotaxime/clavulanic acid	==	4/4	mg/L		
Escherichia coli strain MUGSI_205	562.42836	cefotaxime/clavulanic acid	==	0.25/4	mg/L		
Escherichia coli strain MUGSI_319	562.42865	cefotaxime/clavulanic acid	==	16/4	mg/L		
Escherichia coli strain MUGSI_174	562.42833	cefotaxime/clavulanic acid	==	32/4	mg/L		
Escherichia coli strain MUGSI_209	562.42838	cefotaxime/clavulanic acid	==	0.25/4	mg/L		
Escherichia coli strain 24	562.42686	ceftazidime/clavulanic acid	==	4/4	mg/L		
Escherichia coli strain MUGSI_273	562.42856	ceftazidime/clavulanic acid	==	64/4	mg/L		
Escherichia coli strain MUGSI_287	562.42861	ceftazidime/clavulanic acid	==	0.5/4	mg/L		
Escherichia coli strain MUGSI_60	562.42869	ceftazidime/clavulanic acid	==	64/4	mg/L		
Escherichia coli strain MUGSI_292	562.42862	ceftazidime/clavulanic acid	==	0.5/4	mg/L		
Escherichia coli strain MUGSI_201	562.42835	ceftazidime/clavulanic acid	==	128/4	mg/L		
Escherichia coli strain MUGSI_81	562.42870	ceftazidime/clavulanic acid	==	64/4	mg/L		
Escherichia coli strain MUGSI_123	562.42821	ceftazidime/clavulanic acid	==	64/4	mg/L		
Escherichia coli strain MUGSI_138	562.42825	ceftazidime/clavulanic acid	==	64/4	mg/L		
Escherichia coli strain MUGSI_247	562.42848	ceftazidime/clavulanic acid	==	0.5/4	mg/L		
Escherichia coli strain MUGSI_93	562.42873	ceftazidime/clavulanic acid	==	64/4	mg/L		
Escherichia coli strain MUGSI_248	562.42849	ceftazidime/clavulanic acid	==	0.5/4	mg/L		
Escherichia coli strain MUGSI_226	562.42843	ceftazidime/clavulanic acid	==	2/4	mg/L		
Escherichia coli strain MUGSI_147	562.42827	ceftazidime/clavulanic acid	==	64/4	mg/L		
Escherichia coli strain MUGSI_258	562.42855	ceftazidime/clavulanic acid	==	1/4	mg/L		
Escherichia coli strain MUGSI_313	562.42864	ceftazidime/clavulanic acid	==	1/4	mg/L		
Escherichia coli strain MUGSI_205	562.42836	ceftazidime/clavulanic acid	==	0.5/4	mg/L		
Escherichia coli strain MUGSI_218	562.42842	ceftazidime/clavulanic acid	==	64/4	mg/L		
Escherichia coli strain MUGSI_210	562.42839	ceftazidime/clavulanic acid	==	0.5/4	mg/L		
Escherichia coli strain MUGSI_212	562.42840	ceftazidime/clavulanic acid	==	1/4	mg/L		
Escherichia coli strain FDA-CDC-AR_0020	562.42761	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	
Escherichia coli strain 85	562.42757	piperacillin/tazobactam	==	8/4	mg/L	Susceptible	
Escherichia coli strain 84	562.42756	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	
Escherichia coli strain 100	562.42634	piperacillin/tazobactam	>=	128/4	mg/L	Resistant	Vitek
Escherichia coli strain M2	562.42774	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain M9	562.42819	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain 108	562.42635	piperacillin/tazobactam	>=	128/4	mg/L	Resistant	Vitek
Escherichia coli strain M11	562.42765	piperacillin/tazobactam	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain M12	562.42766	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain M14	562.42768	piperacillin/tazobactam	==	64/4	mg/L	Intermediate	Vitek
Escherichia coli strain M15	562.42769	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain M17	562.42771	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain M22	562.42777	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain 139	562.42640	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain 141	562.42642	piperacillin/tazobactam	==	32/4	mg/L	Intermediate	Vitek
Escherichia coli strain 143	562.42644	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain 153	562.42650	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain 154	562.42651	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain 158	562.42653	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain 148	562.42647	piperacillin/tazobactam	==	64/4	mg/L	Intermediate	Vitek
Escherichia coli strain 149	562.42648	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain M33	562.42788	piperacillin/tazobactam	==	16/4	mg/L	Susceptible	Vitek
Escherichia coli strain M35	562.42790	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain M38	562.42794	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain MUGSI_273	562.42856	piperacillin/tazobactam	<=	16/4	mg/L	Susceptible	
Escherichia coli strain MUGSI_25	562.42851	piperacillin/tazobactam	>=	128/4	mg/L	Resistant	
Escherichia coli strain MUGSI_287	562.42861	piperacillin/tazobactam	<=	16/4	mg/L	Susceptible	
Escherichia coli strain MUGSI_301	562.42863	piperacillin/tazobactam	<=	16/4	mg/L	Susceptible	
Escherichia coli strain MUGSI_138	562.42825	piperacillin/tazobactam	>	128/4	mg/L	Resistant	
Escherichia coli strain MUGSI_93	562.42873	piperacillin/tazobactam	>	128/4	mg/L	Resistant	
Escherichia coli strain MUGSI_90	562.42872	piperacillin/tazobactam	>	128/4	mg/L	Resistant	
Escherichia coli strain MUGSI_255	562.42853	piperacillin/tazobactam	>=	128/4	mg/L	Resistant	
Escherichia coli strain MUGSI_147	562.42827	piperacillin/tazobactam	>=	128/4	mg/L	Resistant	
Escherichia coli strain MUGSI_257	562.42854	piperacillin/tazobactam	==	64/4	mg/L	Intermediate	
Escherichia coli strain MUGSI_205	562.42836	piperacillin/tazobactam	<	4/4	mg/L	Susceptible	
Escherichia coli strain MUGSI_154	562.42830	piperacillin/tazobactam	==	64/4	mg/L	Intermediate	
Escherichia coli strain MUGSI_319	562.42865	piperacillin/tazobactam	<	8/4	mg/L	Susceptible	
Escherichia coli strain MUGSI_164	562.42832	piperacillin/tazobactam	>	128/4	mg/L	Resistant	
Escherichia coli strain MUGSI_210	562.42839	piperacillin/tazobactam	<	4/4	mg/L	Susceptible	
Escherichia coli strain MUGSI_212	562.42840	piperacillin/tazobactam	>	128/4	mg/L	Resistant	
Escherichia coli strain 219	562.42677	piperacillin/tazobactam	>=	128/4	mg/L	Resistant	Vitek
Escherichia coli strain 222	562.42679	piperacillin/tazobactam	>=	128/4	mg/L	Resistant	Vitek
Escherichia coli strain 207	562.42676	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain M40	562.42799	piperacillin/tazobactam	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain M41	562.42800	piperacillin/tazobactam	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain M46	562.42804	piperacillin/tazobactam	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain M52	562.42812	piperacillin/tazobactam	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain M53	562.42813	piperacillin/tazobactam	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain M54	562.42814	piperacillin/tazobactam	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain 202	562.42673	piperacillin/tazobactam	==	8/4	mg/L	Susceptible	Vitek
Escherichia coli strain 253	562.42693	piperacillin/tazobactam	<=	4/4	mg/L	Susceptible	Vitek
Escherichia coli strain 258	562.42696	piperacillin/tazobactam	==	64/4	mg/L	Intermediate	Vitek
